left_out_color,sample_id,R_measured,G_measured,B_measured,L_corrected,a_corrected,b_corrected,L_ground_truth,a_ground_truth,b_ground_truth,delta_E,is_accurate
1,1,97,73,63,41.24865434323322,13.43940213504375,11.13365303609746,38.038760548131826,11.92668771006039,13.080158687298859,4.047296302167924,False
1,1,98,74,64,41.007066244780454,13.63691869298891,11.033299251960203,38.038760548131826,11.92668771006039,13.080158687298859,3.990659378067768,False
1,1,94,75,68,42.58870174652697,11.965375967687402,8.137787020295132,38.038760548131826,11.92668771006039,13.080158687298859,6.717923740630945,False
1,1,97,80,73,44.47766789234218,11.396252015561952,9.747949618611928,38.038760548131826,11.92668771006039,13.080158687298859,7.269422748111677,False
1,1,102,84,79,46.16768702083714,11.717924381713367,8.645395024854666,38.038760548131826,11.92668771006039,13.080158687298859,9.262297580387235,False
1,1,100,75,63,42.127594950829504,13.423591739183296,12.89064312287407,38.038760548131826,11.92668771006039,13.080158687298859,4.3583488380633,False
1,1,98,74,64,41.26080777352816,13.233859822639442,11.520647329794489,38.038760548131826,11.92668771006039,13.080158687298859,3.810821818030029,False
1,1,97,73,63,40.233078852845225,14.060635518173827,10.614804274811462,38.038760548131826,11.92668771006039,13.080158687298859,3.930233892445016,False
1,1,97,73,63,42.174994836788066,12.535256971885786,11.328019586241371,38.038760548131826,11.92668771006039,13.080158687298859,4.533076446139955,False
1,1,98,74,66,39.316897628689645,14.667921375847367,10.851343843032343,38.038760548131826,11.92668771006039,13.080158687298859,3.757074928340337,False
1,1,86,58,46,41.169650729212556,15.429728783013628,13.100371513518075,38.038760548131826,11.92668771006039,13.080158687298859,4.69831657544794,False
1,1,89,61,48,40.89020227761182,15.566692829341465,13.642540865200564,38.038760548131826,11.92668771006039,13.080158687298859,4.657964246216769,False
1,1,84,60,48,40.91256424124009,11.971024329980173,13.151746648692841,38.038760548131826,11.92668771006039,13.080158687298859,2.8750370847356317,False
1,1,92,68,56,44.38916782582205,11.966452895452907,12.488137986550036,38.038760548131826,11.92668771006039,13.080158687298859,6.378067291321516,False
1,1,97,77,65,48.31766829830873,9.646640278986675,11.040076928835843,38.038760548131826,11.92668771006039,13.080158687298859,10.724574322825417,False
1,1,83,58,46,38.496187168786335,14.349338021025288,12.347497744647688,38.038760548131826,11.92668771006039,13.080158687298859,2.57201588241368,False
1,1,88,62,49,40.422276021463354,14.598408416051939,13.09051159517639,38.038760548131826,11.92668771006039,13.080158687298859,3.5804112508392545,False
1,1,86,62,50,42.37073066455472,11.799246635585,13.003978615441047,38.038760548131826,11.92668771006039,13.080158687298859,4.334513781313042,False
1,1,84,60,50,41.496066312901604,13.358244749114547,11.581964740294639,38.038760548131826,11.92668771006039,13.080158687298859,4.03074482075161,False
1,1,85,61,51,41.6429568851975,13.439275474971899,11.488228901810292,38.038760548131826,11.92668771006039,13.080158687298859,4.220473128051319,False
2,2,143,110,95,64.5981705994925,14.197536725740449,15.458825881768211,69.64880492592266,13.032038208673768,16.488008901967554,5.284554057029398,False
2,2,148,116,103,66.25442588738461,13.807598176022374,14.195254120214923,69.64880492592266,13.032038208673768,16.488008901967554,4.168935932521609,False
2,2,142,117,112,66.00993476090437,14.292235880493683,8.352554334574439,69.64880492592266,13.032038208673768,16.488008901967554,9.00083858693389,False
2,2,139,114,107,65.01211913250229,14.400329254112146,8.412698271014952,69.64880492592266,13.032038208673768,16.488008901967554,9.411786085452073,False
2,2,140,117,111,66.76696938721494,11.849665158539732,8.653504459028044,69.64880492592266,13.032038208673768,16.488008901967554,8.431040384690432,False
2,2,171,131,115,70.16907613515983,14.84639051564177,17.090352578102035,69.64880492592266,13.032038208673768,16.488008901967554,1.9812557455160644,True
2,2,145,113,99,64.346920499135,15.066174366226694,13.369284142910514,69.64880492592266,13.032038208673768,16.488008901967554,6.478744670476924,False
2,2,144,113,100,63.09004503922395,15.460621331233842,12.679027211597084,69.64880492592266,13.032038208673768,16.488008901967554,7.963899092286968,False
2,2,145,113,100,63.77907914440983,15.461539029782173,13.31501697599273,69.64880492592266,13.032038208673768,16.488008901967554,7.100988153223767,False
2,2,143,113,103,63.91945735064212,14.811963640538133,11.76051709983931,69.64880492592266,13.032038208673768,16.488008901967554,7.638241742741606,False
2,2,150,114,99,68.76533798982538,17.85123632811739,12.839796621043847,69.64880492592266,13.032038208673768,16.488008901967554,6.108570797519549,False
2,2,154,117,101,68.29808846212977,18.24161685432566,14.083642264818236,69.64880492592266,13.032038208673768,16.488008901967554,5.894499432235963,False
2,2,157,120,104,68.03090500824416,19.304696309541324,13.721213881832245,69.64880492592266,13.032038208673768,16.488008901967554,7.044075132865138,False
2,2,144,112,97,67.63083647561497,15.414928431635838,12.69163047392986,69.64880492592266,13.032038208673768,16.488008901967554,4.915572362400476,False
2,2,148,116,103,68.95183123560427,16.06119909649021,11.594864623172901,69.64880492592266,13.032038208673768,16.488008901967554,5.796934443511826,False
2,2,140,106,91,66.82304984630206,15.024567134728573,14.091823198032571,69.64880492592266,13.032038208673768,16.488008901967554,4.20675281171941,False
2,2,141,108,93,66.76516303136027,15.675650681609063,13.894385913697581,69.64880492592266,13.032038208673768,16.488008901967554,4.693714700364402,False
2,2,139,107,94,66.7457420166738,14.52881840975063,13.551595838752078,69.64880492592266,13.032038208673768,16.488008901967554,4.392111895570812,False
2,2,140,108,94,65.68238418910552,16.649756260808196,13.036279745142554,69.64880492592266,13.032038208673768,16.488008901967554,6.382382904391445,False
2,2,140,107,94,67.80331305445529,14.13776491150106,13.903570812429228,69.64880492592266,13.032038208673768,16.488008901967554,3.3627060572779737,False
3,3,77,103,128,56.78433212622013,0.016714772823762717,-27.49729611566388,55.144513424796244,0.4555750252551727,-27.329431031815112,1.7058084244953269,True
3,3,80,104,130,56.88176647182091,1.7084657514946462,-26.867071488492954,55.144513424796244,0.4555750252551727,-27.329431031815112,2.1912461451408047,False
3,3,84,110,137,57.14104229793993,1.7394730182032487,-25.670183004549482,55.144513424796244,0.4555750252551727,-27.329431031815112,2.8961397779764337,False
3,3,85,111,137,57.18627519503289,3.659139283123907,-26.052786479775538,55.144513424796244,0.4555750252551727,-27.329431031815112,4.007672191303359,False
3,3,88,114,141,59.04477496119545,4.14404998732834,-24.65681027170812,55.144513424796244,0.4555750252551727,-27.329431031815112,5.996648174231219,False
3,3,78,104,129,54.32374420050323,3.776101041454165,-26.32758409598425,55.144513424796244,0.4555750252551727,-27.329431031815112,3.5641622334897436,False
3,3,81,107,132,58.758561980718646,-1.3367921741084345,-26.208272907146505,55.144513424796244,0.4555750252551727,-27.329431031815112,4.186994468879767,False
3,3,83,109,132,55.769070868697945,1.4469677015763187,-24.732770716301324,55.144513424796244,0.4555750252551727,-27.329431031815112,2.8487850451658145,False
3,3,82,112,139,56.99429851020131,1.4149844841941124,-25.102781877698032,55.144513424796244,0.4555750252551727,-27.329431031815112,3.0496127340399877,False
3,3,83,110,137,56.83608742501625,2.038774758102117,-25.094997238930592,55.144513424796244,0.4555750252551727,-27.329431031815112,3.218794551861187,False
3,3,62,97,127,54.295097026863935,4.333171389290305,-33.53336844733002,55.144513424796244,0.4555750252551727,-27.329431031815112,7.365195261164539,False
3,3,66,102,134,53.56218260207002,5.7739927888081155,-35.30364203383665,55.144513424796244,0.4555750252551727,-27.329431031815112,9.714802079558098,False
3,3,69,105,137,53.911500760071135,5.9898346153090705,-35.33018683309126,55.144513424796244,0.4555750252551727,-27.329431031815112,9.806143117104197,False
3,3,68,99,128,55.91246066705415,3.584296421435909,-30.988450067793632,55.144513424796244,0.4555750252551727,-27.329431031815112,4.875147264182266,False
3,3,76,103,130,57.44725884273693,4.077296176207321,-28.99160017983508,55.144513424796244,0.4555750252551727,-27.329431031815112,4.602424016942637,False
3,3,71,104,135,56.08005683006542,3.4486206316898276,-32.97623384480542,55.144513424796244,0.4555750252551727,-27.329431031815112,6.459097883925875,False
3,3,72,105,136,54.47830974816084,6.338654433640663,-34.233138126001,55.144513424796244,0.4555750252551727,-27.329431031815112,9.094812934109447,False
3,3,71,104,135,55.5161986421994,4.586566934016971,-32.86292399967777,55.144513424796244,0.4555750252551727,-27.329431031815112,6.915402264255995,False
3,3,70,105,137,54.39496737483411,6.508005606859708,-34.8746283362496,55.144513424796244,0.4555750252551727,-27.329431031815112,9.701738895115716,False
3,3,69,104,136,55.61593731045552,5.363181071767843,-33.70225561929639,55.144513424796244,0.4555750252551727,-27.329431031815112,8.057278126671793,False
4,4,60,72,51,39.57226478602452,-11.253718836124106,12.903350801653392,43.356914292431625,-16.465345843969637,24.37442929217979,13.155617419607106,False
4,4,68,81,63,42.478764646020835,-9.213061869927675,11.788824630222681,43.356914292431625,-16.465345843969637,24.37442929217979,14.552120613460906,False
4,4,69,81,64,43.67152332423844,-9.584033303573086,11.751036821598934,43.356914292431625,-16.465345843969637,24.37442929217979,14.380593819026762,False
4,4,76,90,72,46.14739829297094,-8.45388527731141,11.628806244336188,43.356914292431625,-16.465345843969637,24.37442929217979,15.310819973016066,False
4,4,82,96,79,49.583599525264354,-8.863453774316572,11.805233298186831,43.356914292431625,-16.465345843969637,24.37442929217979,15.954468338457412,False
4,4,82,96,79,49.69889361772357,-8.61689293990151,11.397658866419333,43.356914292431625,-16.465345843969637,24.37442929217979,16.43823243030397,False
4,4,58,71,53,37.965059017281774,-9.845098431066052,12.391123551209875,43.356914292431625,-16.465345843969637,24.37442929217979,14.713918431124336,False
4,4,64,76,56,40.61353463211363,-10.49008538872711,13.452111502959783,43.356914292431625,-16.465345843969637,24.37442929217979,12.74860366304261,False
4,4,67,80,60,41.5055129506323,-10.491045452654587,13.007873286535744,43.356914292431625,-16.465345843969637,24.37442929217979,12.973763814850578,False
4,4,66,80,61,43.17697090537999,-11.437906949874579,13.233792194585412,43.356914292431625,-16.465345843969637,24.37442929217979,12.2238012253431,False
4,4,49,73,36,46.16424185759575,-22.95193849241115,24.357482228192065,43.356914292431625,-16.465345843969637,24.37442929217979,7.068044952313446,False
4,4,48,74,37,43.17122370691113,-22.48107313896168,24.091598768823857,43.356914292431625,-16.465345843969637,24.37442929217979,6.025234351143947,False
4,4,57,82,45,46.20076228142165,-21.20405807574883,23.4618771863322,43.356914292431625,-16.465345843969637,24.37442929217979,5.601394143066816,False
